log_id,event_time_raw,incident_type_raw,location_raw,severity_raw,reported_by
INC-101478,2026-05-16 06:14,PHYSICAL BREACH,Zone C,Medium,Field Officer
INC-101479,25-Jul-2026 23:25,Cyber Incident,Zone I,4,Auto-Sensor
INC-101480,05/18/2026 07:44,intrusion detected,Zone D,Low,Auto-Sensor
INC-101481,24-Jun-2026 11:34,Intrusion,Zone C,High,Hotline
INC-101482,2026-05-04 22:07,Intrusion,Zone J,4,Auto-Sensor
INC-101483,04-May-2026 06:30,unauthorized-access,Zone E,Critical,SOC Analyst
INC-101484,19-Jul-2026 04:47,malware detected,Zone J,Low,Field Officer
INC-101485,2026-06-11 23:07,INTRUSION,Zone E,4,SOC Analyst
INC-101486,2026-06-21 13:54,Cyber Incident,Zone A,Medium,Field Officer
INC-101487,24-Jun-2026 04:41,cyber-intrusion,Zone C,3,
INC-101488,05/09/2026 11:51,unauthorized-access,,Medium,Hotline
INC-101489,07/27/2026 11:00,env. hazard,Zone A,High,
INC-101490,06-May-2026 20:44,malware detected,,Low,Field Officer
INC-101491,21-Jul-2026 15:31,phishing attempt,Zone H,High,Auto-Sensor
INC-101492,17-May-2026 23:43,Other,Zone A,High,
INC-101493,30-Jun-2026 15:23,INTRUSION,Zone A,Medium,Hotline
INC-101494,2026-05-06 02:40,weather alert,,Critical,Auto-Sensor
INC-101495,05/22/2026 13:37,perimeter breach,Zone H,High,Field Officer
INC-101496,29-Apr-2026 23:37,PHYSICAL BREACH,Zone H,High,Hotline
INC-101497,04-Jun-2026 23:38,phishing attempt,Zone A,High,SOC Analyst
INC-101498,24-Jul-2026 10:29,phishing attempt,Zone J,Critical,Hotline
INC-101499,2026-05-18 21:04,weather alert,Zone I,High,
INC-101500,07/22/2026 10:02,unauthorized-access,Zone H,4,SOC Analyst
INC-101501,04/29/2026 00:56,perimeter breach,Zone B,Critical,
INC-101502,2026-05-10 09:11,Intrusion Attempt,Zone H,High,SOC Analyst
INC-101503,07/17/2026 09:01,physical breach,Zone F,High,SOC Analyst
INC-101504,2026-07-02 20:38,Intrusion Attempt,Zone G,,Hotline
INC-101505,05-May-2026 19:42,PHYSICAL BREACH,Zone J,3,Hotline
INC-101506,06/07/2026 01:19,Physical Security,Zone B,Medium,SOC Analyst
INC-101507,2026-07-04 11:34,CYBER,Zone A,Medium,Field Officer
INC-101508,07/06/2026 21:46,perimeter breach,Zone G,Medium,Field Officer
INC-101509,06/19/2026 03:07,unclassified,Zone J,Medium,SOC Analyst
INC-101510,04-Jun-2026 22:31,PHYSICAL BREACH,,Critical,
INC-101511,05/31/2026 23:09,Physical Security,Zone J,High,
INC-101512,06/22/2026 22:10,weather alert,Zone E,Medium,Field Officer
INC-101513,17-Jun-2026 21:40,env. hazard,Zone E,Critical,Auto-Sensor
INC-101514,2026-05-22 09:03,unauthorized-access,,High,
INC-101515,05/12/2026 10:15,Physical Security,,,
INC-101516,2026-05-17 14:29,misc incident,,Low,Field Officer
INC-101517,27-Jun-2026 14:39,cyber-intrusion,Zone E,Medium,SOC Analyst
INC-101518,2026-05-27 08:58,unauthorized-access,Zone D,Low,Auto-Sensor
INC-101519,05/03/2026 10:28,Intrusion,Zone B,Critical,Auto-Sensor
INC-101520,15-May-2026 02:32,malware detected,Zone B,Medium,Field Officer
INC-101521,2026-06-02 00:27,malware detected,,High,SOC Analyst
INC-101522,2026-07-12 02:33,perimeter breach,Zone A,Critical,Auto-Sensor
INC-101523,21-May-2026 22:59,unclassified,,Low,
INC-101524,08-Jul-2026 00:43,PHYSICAL BREACH,Zone E,High,Hotline
INC-101525,08-Jul-2026 14:47,unclassified,Zone D,Low,
INC-101526,12-May-2026 00:44,Environmental Risk,Zone E,Low,SOC Analyst
INC-101527,05/10/2026 01:13,Environmental Risk,,4,
INC-101528,07/04/2026 18:49,Intrusion Attempt,Zone C,Medium,Auto-Sensor
INC-101529,04/30/2026 06:55,Intrusion Attempt,Zone F,High,Auto-Sensor
INC-101530,07/22/2026 10:45,unauthorized-access,Zone D,Low,
INC-101531,2026-05-28 05:50,unclassified,Zone E,Critical,
INC-101532,13-Jun-2026 01:34,env. hazard,Zone C,3,Auto-Sensor
INC-101533,2026-06-16 10:59,phishing attempt,,Medium,Hotline
INC-101534,05/04/2026 01:11,weather alert,,High,SOC Analyst
INC-101535,20-Jun-2026 02:11,misc incident,,High,Hotline
INC-101536,03-May-2026 20:54,INTRUSION,,Low,SOC Analyst
INC-101537,2026-05-23 19:29,intrusion detected,Zone B,High,
INC-101538,2026-07-27 14:03,physical breach,Zone B,Medium,Auto-Sensor
INC-101539,02-Jun-2026 00:25,perimeter breach,,3,Field Officer
INC-101540,07/16/2026 08:28,physical breach,,Medium,
INC-101541,2026-07-11 14:41,intrusion detected,Zone F,Medium,SOC Analyst
INC-101542,19-Jun-2026 16:20,Other,Zone A,Critical,Auto-Sensor
INC-101543,14-May-2026 23:59,INTRUSION,,Medium,Field Officer
INC-101544,07/13/2026 00:36,physical breach,,,Field Officer
INC-101545,2026-05-06 20:33,Intrusion Attempt,Zone A,High,Hotline
INC-101546,2026-07-21 21:44,Intrusion Attempt,Zone H,Critical,SOC Analyst
INC-101547,07/07/2026 06:34,malware detected,,High,Field Officer
INC-101548,17-May-2026 21:57,PHYSICAL BREACH,Zone F,3,Auto-Sensor
INC-101549,05/21/2026 11:26,Environmental Risk,Zone G,High,
INC-101550,05/04/2026 02:55,INTRUSION,Zone F,Medium,
INC-101551,29-May-2026 01:49,weather alert,Zone D,3,Hotline
INC-101552,2026-07-17 22:18,env. hazard,Zone B,Medium,Hotline
INC-101553,09-Jul-2026 02:08,misc incident,,High,SOC Analyst
INC-101554,07/01/2026 22:18,CYBER,Zone H,High,SOC Analyst
INC-101555,2026-06-20 11:40,misc incident,,Low,Auto-Sensor
INC-101556,2026-07-15 01:14,misc incident,Zone D,High,
INC-101557,05/27/2026 18:59,Intrusion,,Medium,Auto-Sensor
INC-101558,05/12/2026 01:08,INTRUSION,Zone A,3,
INC-101559,05/29/2026 19:00,CYBER,Zone A,Medium,Hotline
INC-101560,06-Jun-2026 03:34,Physical Security,,Medium,Field Officer
INC-101561,2026-05-19 21:11,intrusion detected,Zone F,Medium,Field Officer
INC-101562,2026-06-02 23:38,misc incident,Zone E,High,Field Officer
INC-101563,07/24/2026 10:46,misc incident,Zone B,High,Auto-Sensor
INC-101564,04-May-2026 16:59,intrusion detected,,Critical,Hotline
INC-101565,2026-07-12 08:11,N/A,Zone B,Medium,SOC Analyst
INC-101566,07/22/2026 08:44,env. hazard,,Medium,Hotline
INC-101567,06/17/2026 16:52,physical breach,Zone D,High,Auto-Sensor
INC-101568,2026-07-11 07:50,Intrusion Attempt,Zone A,3,
INC-101569,2026-05-14 11:32,Cyber Incident,Zone I,Medium,
INC-101570,05/16/2026 04:10,env. hazard,Zone C,3,Field Officer
INC-101571,09-Jun-2026 20:55,INTRUSION,Zone C,Critical,
INC-101572,06/29/2026 03:30,weather alert,Zone C,,SOC Analyst
INC-101573,05/06/2026 03:07,Intrusion Attempt,Zone I,Low,Field Officer
INC-101574,2026-05-29 11:05,Intrusion Attempt,Zone H,Low,Auto-Sensor
INC-101575,2026-06-13 19:20,Intrusion,Zone G,Medium,Field Officer
INC-101576,05/12/2026 16:45,misc incident,Zone A,Medium,SOC Analyst
INC-101577,06/25/2026 16:08,INTRUSION,Zone A,3,Hotline
INC-101578,12-Jul-2026 07:35,unauthorized-access,,High,SOC Analyst
INC-101579,19-Jul-2026 03:12,CYBER,Zone I,3,SOC Analyst
INC-101580,05/25/2026 16:20,unauthorized-access,Zone J,High,
INC-101581,05/12/2026 10:07,ENVIRONMENTAL,Zone A,Medium,Auto-Sensor
INC-101582,02-May-2026 16:13,intrusion detected,Zone H,3,
INC-101583,06/28/2026 00:56,perimeter breach,Zone E,Medium,Auto-Sensor
INC-101584,06/02/2026 06:45,perimeter breach,Zone E,High,Auto-Sensor
INC-101585,2026-07-27 16:19,malware detected,Zone D,Medium,
INC-101586,07/02/2026 00:56,Physical Security,Zone D,Medium,Field Officer
INC-101587,04/29/2026 01:43,Cyber Incident,,Medium,Field Officer
INC-101588,07/01/2026 11:05,Other,Zone E,Low,Field Officer
INC-101589,05/06/2026 12:20,Cyber Incident,Zone G,High,Hotline
INC-101590,05-Jun-2026 02:47,PHYSICAL BREACH,Zone B,High,SOC Analyst
INC-101591,2026-07-07 12:02,cyber-intrusion,Zone E,High,Hotline
INC-101592,2026-06-05 01:17,Intrusion,Zone C,High,Auto-Sensor
INC-101593,04-Jun-2026 08:55,Other,Zone H,3,Field Officer
INC-101594,2026-06-15 01:57,perimeter breach,,Low,SOC Analyst
INC-101595,06/19/2026 19:04,physical breach,Zone C,High,SOC Analyst
INC-101596,2026-06-12 12:15,Cyber Incident,Zone F,Low,
INC-101597,01-Jul-2026 22:42,unclassified,,High,Auto-Sensor
INC-101598,2026-06-28 14:51,cyber-intrusion,Zone D,Medium,Hotline
INC-101599,23-Jun-2026 21:30,INTRUSION,Zone C,High,SOC Analyst
INC-101600,07/06/2026 04:58,N/A,Zone I,3,SOC Analyst
INC-101601,06-Jul-2026 11:39,Environmental Risk,Zone I,Critical,Auto-Sensor
INC-101602,2026-06-29 04:24,PHYSICAL BREACH,Zone H,High,SOC Analyst
INC-101603,2026-07-19 16:50,intrusion detected,Zone A,Critical,SOC Analyst
INC-101604,2026-06-09 08:03,Intrusion Attempt,,Critical,Hotline
INC-101605,2026-07-06 17:36,ENVIRONMENTAL,Zone G,3,
INC-101606,2026-06-05 14:01,unauthorized-access,Zone F,High,
INC-101607,27-May-2026 17:02,unclassified,Zone E,High,Auto-Sensor
INC-101608,06/25/2026 14:37,phishing attempt,Zone I,Critical,Hotline
INC-101609,08-May-2026 17:34,misc incident,Zone E,Low,
INC-101610,20-Jun-2026 18:52,Environmental Risk,Zone J,Medium,Hotline
INC-101611,06/20/2026 05:28,misc incident,,High,SOC Analyst
INC-101612,2026-05-16 00:59,cyber-intrusion,Zone F,Low,
INC-101613,05/29/2026 18:17,physical breach,Zone D,Low,SOC Analyst
INC-101614,2026-06-11 05:56,unclassified,Zone J,Low,
INC-101615,12-Jul-2026 13:49,ENVIRONMENTAL,,High,Auto-Sensor
INC-101616,2026-07-12 10:55,cyber-intrusion,Zone D,4,Hotline
INC-101617,27-Jun-2026 23:48,unauthorized-access,Zone A,High,
INC-101618,29-May-2026 06:37,CYBER,Zone F,Medium,Field Officer
INC-101619,28-Jun-2026 11:53,INTRUSION,Zone F,High,SOC Analyst
INC-101620,2026-05-14 08:33,Physical Security,Zone A,Low,
INC-101621,07/26/2026 00:24,misc incident,,Medium,
INC-101622,2026-06-07 23:34,Intrusion,Zone C,Low,
INC-101623,08-May-2026 17:40,PHYSICAL BREACH,Zone A,4,SOC Analyst
INC-101624,06/27/2026 04:41,PHYSICAL BREACH,Zone D,Medium,Auto-Sensor
INC-101625,2026-07-10 23:04,Intrusion Attempt,Zone C,Low,Hotline
INC-101626,2026-06-23 12:42,perimeter breach,Zone B,Medium,
INC-101627,2026-07-22 08:05,weather alert,Zone H,Critical,SOC Analyst
INC-101628,12-Jun-2026 15:00,Cyber Incident,Zone B,3,SOC Analyst
INC-101629,06/19/2026 07:56,Cyber Incident,Zone I,High,
INC-101630,05/24/2026 02:48,Physical Security,Zone H,,
INC-101631,2026-06-22 18:50,perimeter breach,Zone I,Low,SOC Analyst
INC-101632,07/17/2026 05:54,PHYSICAL BREACH,Zone H,Critical,Field Officer
INC-101633,07-Jul-2026 10:45,Environmental Risk,Zone F,Medium,Field Officer
INC-101634,16-Jun-2026 01:11,env. hazard,Zone B,3,SOC Analyst
INC-101635,03-Jun-2026 19:03,env. hazard,Zone I,High,
INC-101636,07-Jun-2026 22:26,Intrusion,Zone E,High,Auto-Sensor
INC-101637,07/18/2026 16:48,Other,Zone I,High,Field Officer
INC-101638,2026-07-25 22:13,INTRUSION,Zone E,High,Field Officer
INC-101639,12-Jul-2026 10:56,phishing attempt,Zone F,Critical,
INC-101640,2026-07-25 14:16,weather alert,Zone A,Low,SOC Analyst
INC-101641,27-Jul-2026 22:39,Intrusion,Zone F,High,SOC Analyst
INC-101642,2026-06-27 09:27,INTRUSION,Zone B,Medium,Field Officer
INC-101643,08-May-2026 13:37,physical breach,Zone H,3,
INC-101644,2026-05-30 17:47,unauthorized-access,,High,SOC Analyst
INC-101645,06/16/2026 06:40,unauthorized-access,Zone B,4,SOC Analyst
INC-101646,2026-06-09 11:29,misc incident,Zone G,Critical,SOC Analyst
INC-101647,2026-07-10 00:41,Physical Security,Zone H,High,SOC Analyst
INC-101648,12-Jul-2026 02:34,Environmental Risk,,3,Field Officer
INC-101649,16-May-2026 11:56,unauthorized-access,Zone A,,Hotline
INC-101650,16-Jul-2026 23:09,Physical Security,,Medium,
INC-101651,05/28/2026 21:34,intrusion detected,Zone H,Medium,SOC Analyst
INC-101652,29-Jun-2026 21:45,N/A,Zone I,Critical,
INC-101653,2026-06-06 08:53,INTRUSION,,Medium,SOC Analyst
INC-101654,07-Jun-2026 01:29,unauthorized-access,Zone I,High,SOC Analyst
INC-101655,06/30/2026 19:42,weather alert,Zone F,Medium,Field Officer
INC-101656,05/07/2026 12:39,misc incident,,Low,SOC Analyst
INC-101657,04/29/2026 20:23,malware detected,Zone A,High,Auto-Sensor
INC-101658,2026-06-28 09:17,Intrusion,Zone H,Low,Hotline
INC-101659,07/15/2026 05:28,perimeter breach,Zone I,Low,
INC-101660,01-Jul-2026 09:57,weather alert,Zone E,Medium,
INC-101661,07/11/2026 22:05,Intrusion Attempt,Zone F,High,Field Officer
INC-101662,07/23/2026 18:58,perimeter breach,Zone D,3,SOC Analyst
INC-101663,21-May-2026 07:52,cyber-intrusion,,Low,Hotline
INC-101664,12-Jul-2026 17:03,Intrusion,Zone B,Medium,
INC-101665,10-May-2026 08:08,weather alert,Zone C,High,
INC-101666,2026-06-15 13:45,intrusion detected,Zone J,High,Field Officer
INC-101667,19-Jun-2026 17:45,weather alert,Zone J,High,SOC Analyst
INC-101668,10-Jun-2026 20:19,N/A,Zone G,High,Field Officer
INC-101669,01-May-2026 08:30,Cyber Incident,Zone C,Low,
INC-101670,04-Jul-2026 03:23,Environmental Risk,Zone B,Critical,Hotline
INC-101671,06/21/2026 13:52,PHYSICAL BREACH,Zone B,High,SOC Analyst
INC-101672,26-Jul-2026 18:44,CYBER,,Critical,
INC-101673,2026-05-27 12:56,cyber-intrusion,Zone A,High,Auto-Sensor
INC-101674,2026-05-10 12:02,Intrusion,Zone J,3,Hotline
INC-101675,05-Jun-2026 17:18,misc incident,Zone I,High,SOC Analyst
INC-101676,2026-07-16 10:19,Cyber Incident,Zone I,Medium,Auto-Sensor
INC-101677,2026-05-26 13:51,cyber-intrusion,,Medium,SOC Analyst
INC-101678,06/29/2026 22:40,Intrusion Attempt,Zone H,Low,Hotline
INC-101679,07/19/2026 16:56,unauthorized-access,Zone I,Medium,Auto-Sensor
INC-101680,05-May-2026 16:50,INTRUSION,Zone C,High,SOC Analyst
INC-101681,07/01/2026 07:00,Cyber Incident,Zone F,High,Hotline
INC-101682,06/26/2026 18:47,Environmental Risk,Zone F,Low,
INC-101683,06/26/2026 00:20,phishing attempt,Zone F,High,Field Officer
INC-101684,06/20/2026 16:51,Cyber Incident,Zone C,Critical,Auto-Sensor
INC-101685,05/19/2026 09:04,INTRUSION,Zone B,High,Auto-Sensor
INC-101686,12-May-2026 07:06,Environmental Risk,,Low,Auto-Sensor
INC-101687,23-Jul-2026 13:30,Environmental Risk,,Medium,SOC Analyst
INC-101688,2026-07-01 21:39,ENVIRONMENTAL,,,Auto-Sensor
INC-101689,2026-06-27 00:04,misc incident,Zone C,Medium,SOC Analyst
INC-101690,23-May-2026 04:19,cyber-intrusion,,Medium,Auto-Sensor
INC-101691,06/01/2026 04:38,Physical Security,Zone D,Low,
INC-101692,2026-06-03 12:41,env. hazard,Zone C,Critical,
INC-101693,06/04/2026 05:55,Physical Security,Zone C,Medium,SOC Analyst
INC-101694,2026-07-22 09:26,phishing attempt,Zone J,3,
INC-101695,07-May-2026 15:18,weather alert,Zone C,Medium,Field Officer
INC-101696,06/21/2026 11:47,intrusion detected,Zone E,Low,Field Officer
INC-101697,19-May-2026 14:48,weather alert,Zone J,4,Field Officer
INC-101698,2026-06-23 05:41,Physical Security,,Medium,SOC Analyst
INC-101699,20-May-2026 05:46,env. hazard,Zone E,Medium,Hotline
INC-101700,07-Jul-2026 14:51,unclassified,Zone E,Medium,
INC-101701,26-May-2026 07:30,Other,,High,Hotline
INC-101702,27-Jun-2026 09:46,perimeter breach,Zone B,Critical,Auto-Sensor
INC-101703,17-May-2026 10:23,malware detected,Zone H,High,SOC Analyst
INC-101704,24-Jun-2026 03:02,malware detected,Zone G,Medium,SOC Analyst
INC-101705,06/16/2026 15:57,physical breach,Zone F,Medium,SOC Analyst
INC-101706,2026-06-26 01:41,perimeter breach,,Low,Auto-Sensor
INC-101707,27-Jun-2026 21:36,cyber-intrusion,Zone H,Critical,SOC Analyst
INC-101708,03-Jun-2026 00:49,Environmental Risk,Zone G,4,
INC-101709,2026-07-15 02:25,Physical Security,Zone E,Critical,SOC Analyst
INC-101710,04-Jun-2026 19:12,cyber-intrusion,Zone J,High,SOC Analyst
INC-101711,2026-06-05 18:56,physical breach,Zone J,Medium,Field Officer
INC-101712,2026-06-26 09:58,Intrusion,Zone H,High,Field Officer
INC-101713,02-Jul-2026 19:14,Intrusion,Zone I,High,Auto-Sensor
INC-101714,05/24/2026 06:14,INTRUSION,Zone F,High,SOC Analyst
INC-101715,20-May-2026 05:18,PHYSICAL BREACH,Zone E,Low,Auto-Sensor
INC-101716,05/04/2026 12:13,Other,Zone G,Low,SOC Analyst
INC-101717,2026-06-25 21:04,PHYSICAL BREACH,,Low,Hotline
INC-101718,09-Jun-2026 22:44,misc incident,,High,Auto-Sensor
INC-101719,2026-06-09 17:23,env. hazard,Zone G,Low,Auto-Sensor
INC-101720,2026-07-06 10:50,misc incident,Zone F,Medium,Hotline
INC-101721,2026-05-23 15:10,INTRUSION,Zone B,Low,Hotline
INC-101722,2026-06-21 20:25,N/A,Zone C,Critical,
INC-101723,06/21/2026 22:56,Physical Security,Zone B,Medium,Hotline
INC-101724,07/21/2026 14:18,ENVIRONMENTAL,,Low,Auto-Sensor
INC-101725,2026-07-06 00:19,ENVIRONMENTAL,Zone A,Medium,Auto-Sensor
INC-101726,2026-06-29 16:25,ENVIRONMENTAL,Zone A,Medium,Auto-Sensor
INC-101727,2026-07-04 07:14,Environmental Risk,Zone I,Low,Hotline
INC-101728,27-Jul-2026 21:52,physical breach,Zone E,Medium,
INC-101729,16-Jun-2026 07:31,env. hazard,Zone B,Critical,
INC-101730,2026-06-13 04:32,INTRUSION,Zone B,Critical,Field Officer
INC-101731,2026-05-04 21:16,physical breach,Zone G,Medium,Auto-Sensor
INC-101732,21-Jul-2026 09:11,intrusion detected,,Critical,SOC Analyst
INC-101733,07-Jul-2026 18:15,unclassified,,Medium,Field Officer
INC-101734,2026-06-15 19:43,cyber-intrusion,,4,Hotline
INC-101735,07/21/2026 22:25,unauthorized-access,Zone E,High,Auto-Sensor
INC-101736,06-Jun-2026 17:27,perimeter breach,Zone E,Low,Field Officer
INC-101737,07/12/2026 07:29,intrusion detected,,Critical,Field Officer
INC-101738,2026-06-30 05:10,Physical Security,Zone B,Low,
INC-101739,20-May-2026 07:26,malware detected,Zone B,Low,
INC-101740,07/24/2026 23:22,Environmental Risk,Zone D,Critical,Field Officer
INC-101741,2026-06-29 07:01,env. hazard,Zone E,Medium,Field Officer
INC-101742,2026-07-05 14:24,cyber-intrusion,Zone J,High,Auto-Sensor
INC-101743,07/13/2026 10:22,Cyber Incident,,Low,
INC-101744,2026-07-16 20:04,env. hazard,Zone B,High,Auto-Sensor
INC-101745,2026-05-08 21:46,Intrusion Attempt,Zone F,High,
INC-101746,06/13/2026 20:32,unauthorized-access,Zone B,Critical,Field Officer
INC-101747,2026-07-14 19:10,ENVIRONMENTAL,Zone I,High,Hotline
INC-101748,06/30/2026 09:04,PHYSICAL BREACH,Zone F,High,Field Officer
INC-101749,2026-05-13 13:00,cyber-intrusion,Zone B,Medium,SOC Analyst
INC-101750,17-Jun-2026 03:06,perimeter breach,Zone H,Low,Field Officer
INC-101751,27-Jun-2026 02:57,env. hazard,Zone F,High,Field Officer
INC-101752,2026-06-26 21:58,Cyber Incident,Zone I,Medium,Field Officer
INC-101753,2026-06-10 14:02,malware detected,Zone E,Medium,Auto-Sensor
INC-101754,05/07/2026 17:56,Other,Zone J,4,SOC Analyst
INC-101755,06/29/2026 16:13,Physical Security,Zone B,High,Auto-Sensor
INC-101756,01-Jun-2026 18:26,Intrusion,Zone I,,SOC Analyst
INC-101757,06/10/2026 20:08,env. hazard,Zone H,High,
INC-101758,04-Jul-2026 20:35,cyber-intrusion,Zone H,Critical,SOC Analyst
INC-101759,18-May-2026 03:35,intrusion detected,,Low,SOC Analyst
INC-101760,07/20/2026 22:31,unauthorized-access,Zone D,Medium,Auto-Sensor
INC-101761,2026-05-20 01:08,unclassified,Zone A,Critical,Hotline
INC-101762,05/06/2026 17:16,INTRUSION,Zone H,,Auto-Sensor
INC-101763,2026-06-02 04:13,Cyber Incident,,Critical,Auto-Sensor
INC-101764,22-Jul-2026 05:20,CYBER,Zone B,Low,Auto-Sensor
INC-101765,07/24/2026 14:52,Environmental Risk,Zone A,Low,Field Officer
INC-101766,12-Jun-2026 05:01,cyber-intrusion,Zone F,Low,Field Officer
INC-101767,2026-05-07 05:34,unauthorized-access,Zone D,Critical,Auto-Sensor
INC-101768,2026-06-30 15:15,Intrusion,Zone F,Low,Hotline
INC-101769,05/28/2026 18:28,unauthorized-access,,Low,Field Officer
INC-101770,06/04/2026 03:07,Environmental Risk,Zone A,High,SOC Analyst
INC-101771,05/24/2026 00:23,misc incident,Zone B,Medium,Auto-Sensor
INC-101772,05/22/2026 23:06,perimeter breach,Zone G,Medium,Auto-Sensor
INC-101773,2026-05-12 11:58,Intrusion Attempt,Zone C,4,SOC Analyst
INC-101774,2026-07-10 21:07,malware detected,Zone G,Medium,Field Officer
INC-101775,18-Jul-2026 02:33,weather alert,,High,Hotline
INC-101776,04-May-2026 18:50,phishing attempt,Zone D,Medium,
INC-101777,2026-05-16 08:51,phishing attempt,Zone H,3,Field Officer
INC-101778,26-Jun-2026 22:24,weather alert,Zone C,High,SOC Analyst
INC-101779,2026-07-01 06:38,PHYSICAL BREACH,,Critical,
INC-101780,05/10/2026 20:03,INTRUSION,,High,Auto-Sensor
INC-101781,28-Jun-2026 09:02,unauthorized-access,Zone E,Medium,
INC-101782,2026-07-02 20:08,cyber-intrusion,Zone E,High,Field Officer
INC-101783,05/16/2026 13:22,perimeter breach,,High,Auto-Sensor
INC-101784,07/18/2026 05:00,Intrusion Attempt,Zone B,Medium,Hotline
INC-101785,2026-06-19 02:26,cyber-intrusion,Zone I,High,Field Officer
INC-101786,2026-05-07 23:31,phishing attempt,Zone D,Low,Auto-Sensor
INC-101787,24-Jun-2026 17:33,Physical Security,,Critical,Field Officer
INC-101788,05/11/2026 06:55,Other,Zone G,4,
INC-101789,04-May-2026 23:55,INTRUSION,Zone H,Low,Field Officer
INC-101790,23-Jun-2026 07:51,CYBER,Zone F,Low,SOC Analyst
INC-101791,27-Jul-2026 00:21,phishing attempt,Zone H,Medium,
INC-101792,06/15/2026 21:06,CYBER,Zone C,Low,
INC-101793,20-Jun-2026 18:54,Physical Security,Zone H,Low,Hotline
INC-101794,09-May-2026 22:13,intrusion detected,Zone G,4,Field Officer
INC-101795,2026-05-11 00:17,Intrusion Attempt,Zone A,High,Field Officer
INC-101796,2026-06-13 12:19,physical breach,Zone F,4,Hotline
INC-101797,28-May-2026 04:38,Cyber Incident,Zone F,,Hotline
INC-101798,07/14/2026 15:35,PHYSICAL BREACH,,Medium,
INC-101799,2026-07-21 16:26,Other,Zone B,Medium,Hotline
INC-101800,2026-05-24 05:28,Intrusion,Zone C,3,Field Officer
INC-101801,2026-06-15 21:20,INTRUSION,Zone F,High,Auto-Sensor
INC-101802,2026-05-05 00:57,physical breach,,3,SOC Analyst
INC-101803,22-Jul-2026 01:13,intrusion detected,Zone C,Medium,Hotline
INC-101804,2026-07-16 10:10,weather alert,,High,
INC-101805,2026-05-16 09:32,intrusion detected,Zone B,Medium,SOC Analyst
INC-101806,05/29/2026 03:56,Cyber Incident,Zone I,Low,Hotline
INC-101807,2026-07-15 13:49,unclassified,,High,Hotline
INC-101808,23-Jun-2026 16:23,Intrusion Attempt,,3,Field Officer
INC-101809,2026-06-26 09:24,Cyber Incident,Zone B,High,Hotline
INC-101810,21-Jul-2026 13:14,unauthorized-access,Zone A,Low,
INC-101811,05/06/2026 12:48,intrusion detected,Zone B,Medium,Hotline
INC-101812,2026-05-02 21:13,perimeter breach,Zone H,Critical,
INC-101813,2026-07-26 08:41,PHYSICAL BREACH,Zone B,High,Hotline
INC-101814,2026-05-14 16:14,Environmental Risk,Zone H,Medium,SOC Analyst
INC-101815,2026-05-20 14:01,phishing attempt,Zone H,Medium,
INC-101816,09-Jul-2026 07:56,perimeter breach,,High,SOC Analyst
INC-101817,2026-07-22 04:07,Intrusion Attempt,Zone H,High,
INC-101818,2026-06-30 17:48,unclassified,Zone J,High,Field Officer
INC-101819,05/15/2026 22:23,PHYSICAL BREACH,Zone G,3,Hotline
INC-101820,2026-06-06 19:26,intrusion detected,Zone I,Critical,Field Officer
INC-101821,2026-07-08 09:54,physical breach,Zone J,Medium,Auto-Sensor
INC-101822,08-Jul-2026 02:55,malware detected,Zone H,3,Field Officer
INC-101823,06/19/2026 04:53,env. hazard,,High,Hotline
INC-101824,04-May-2026 09:25,malware detected,Zone E,High,Field Officer
INC-101825,06/16/2026 02:06,Environmental Risk,Zone J,3,
INC-101826,2026-05-07 02:59,Cyber Incident,Zone C,3,SOC Analyst
INC-101827,28-Jun-2026 05:57,perimeter breach,Zone I,High,Hotline
INC-101828,2026-06-17 22:25,INTRUSION,Zone J,Low,SOC Analyst
INC-101829,17-Jun-2026 13:55,Environmental Risk,,,SOC Analyst
INC-101830,10-May-2026 10:59,INTRUSION,Zone B,Low,
INC-101831,18-Jun-2026 12:22,perimeter breach,Zone B,Medium,SOC Analyst
INC-101832,05/30/2026 19:21,phishing attempt,Zone G,Low,SOC Analyst
INC-101833,06/03/2026 14:43,ENVIRONMENTAL,Zone B,High,
INC-101834,2026-05-13 20:04,Intrusion Attempt,Zone B,,Auto-Sensor
INC-101835,25-May-2026 16:26,Physical Security,,High,SOC Analyst
INC-101836,2026-06-03 11:29,physical breach,,Low,Hotline
INC-101837,21-May-2026 03:36,malware detected,Zone H,Low,Auto-Sensor
INC-101838,06/09/2026 08:00,perimeter breach,Zone E,Critical,
INC-101839,20-Jun-2026 22:08,perimeter breach,,Critical,SOC Analyst
INC-101840,07/21/2026 07:48,unauthorized-access,Zone H,3,
INC-101841,2026-05-04 15:57,Intrusion Attempt,Zone D,High,
INC-101842,2026-06-15 00:32,malware detected,,,Hotline
INC-101843,17-Jul-2026 11:31,env. hazard,Zone D,Critical,Auto-Sensor
INC-101844,06/28/2026 07:44,Intrusion,Zone B,High,SOC Analyst
INC-101845,07/13/2026 09:47,Intrusion,Zone H,Medium,Auto-Sensor
INC-101846,2026-06-03 08:54,unclassified,Zone B,Medium,Auto-Sensor
INC-101847,05-Jul-2026 03:29,PHYSICAL BREACH,Zone I,4,SOC Analyst
INC-101848,03-Jun-2026 06:22,weather alert,,High,Auto-Sensor
INC-101849,06/26/2026 04:02,perimeter breach,,High,Auto-Sensor
INC-101850,06/12/2026 13:22,ENVIRONMENTAL,Zone E,High,Auto-Sensor
