feed_id,reported_time,threat_category_raw,confidence_score,source_name,geo_hint
EXT-401257,2026-07-07T17:00:00,Other,99.0,GlobalIntel API,Zone B
EXT-401258,2026-05-27T08:00:00,Cyber,91.1,GlobalIntel API,Southern Belt
EXT-401259,2026-04-30T17:00:00,CYBER-related,60.5,ThreatWatch Intl,Eastern Corridor
EXT-401260,2026-06-30T06:00:00,Other,43.0,CyberSentry Feed,Central Hub
EXT-401261,2026-07-06T16:00:00,Physical,84.6,ThreatWatch Intl,Zone C
EXT-401262,2026-05-19T14:00:00,Environmental,57.3,CyberSentry Feed,Zone D
EXT-401263,2026-07-18T06:00:00,Other,76.7,ThreatWatch Intl,Central Hub
EXT-401264,2026-06-02T02:00:00,,45.5,GlobalIntel API,Zone I
EXT-401265,2026-06-13T22:00:00,,68.2,CyberSentry Feed,Zone C
EXT-401266,2026-06-15T18:00:00,Cyber,84.4,GlobalIntel API,Northern District
EXT-401267,2026-05-09T12:00:00,Environmental,50.5,OpenCTI Mirror,Central Hub
EXT-401268,2026-07-23T23:00:00,Physical,87.9,ThreatWatch Intl,Eastern Corridor
EXT-401269,2026-07-26T18:00:00,Other,59.4,GlobalIntel API,Northern District
EXT-401270,2026-07-04T10:00:00,Cyber,27.3,ThreatWatch Intl,Zone D
EXT-401271,2026-07-13T03:00:00,Cyber,94.4,ThreatWatch Intl,Zone I
EXT-401272,2026-07-21T17:00:00,Intrusion,38.2,GlobalIntel API,Zone C
EXT-401273,2026-06-30T11:00:00,Intrusion,49.9,CyberSentry Feed,Zone E
EXT-401274,2026-06-20T23:00:00,Cyber,75.2,CyberSentry Feed,Zone J
EXT-401275,2026-06-08T06:00:00,CYBER-related,84.3,ThreatWatch Intl,Northern District
EXT-401276,2026-05-02T19:00:00,Intrusion,47.5,ThreatWatch Intl,Zone G
EXT-401277,2026-05-22T02:00:00,intrusion,92.6,GlobalIntel API,Central Hub
EXT-401278,2026-07-26T05:00:00,,40.4,ThreatWatch Intl,
EXT-401279,2026-07-24T20:00:00,intrusion,67.9,OpenCTI Mirror,Zone J
EXT-401280,2026-07-10T10:00:00,Physical,52.1,GlobalIntel API,Western Zone
EXT-401281,2026-07-25T16:00:00,,76.3,GlobalIntel API,Zone G
EXT-401282,2026-06-05T05:00:00,CYBER-related,88.8,GlobalIntel API,Zone B
EXT-401283,2026-05-02T05:00:00,intrusion,65.3,CyberSentry Feed,Eastern Corridor
EXT-401284,2026-07-18T10:00:00,Other,67.9,GlobalIntel API,Zone D
EXT-401285,2026-07-16T19:00:00,,53.7,GlobalIntel API,Central Hub
EXT-401286,2026-05-11T11:00:00,,69.8,ThreatWatch Intl,Zone C
EXT-401287,2026-06-17T09:00:00,Intrusion,65.7,GlobalIntel API,Southern Belt
EXT-401288,2026-06-30T17:00:00,intrusion,79.3,ThreatWatch Intl,Zone J
EXT-401289,2026-05-11T03:00:00,CYBER-related,80.8,GlobalIntel API,Zone B
EXT-401290,2026-05-13T03:00:00,Environmental,99.0,OpenCTI Mirror,Zone E
EXT-401291,2026-06-22T15:00:00,Physical,47.9,ThreatWatch Intl,Zone E
EXT-401292,2026-05-26T13:00:00,Physical,79.1,OpenCTI Mirror,Northern District
EXT-401293,2026-06-03T13:00:00,intrusion,63.9,OpenCTI Mirror,Eastern Corridor
EXT-401294,2026-04-30T12:00:00,Other,82.2,ThreatWatch Intl,Northern District
EXT-401295,2026-05-30T03:00:00,Environmental,61.6,CyberSentry Feed,Zone F
EXT-401296,2026-07-16T10:00:00,Environmental,55.4,ThreatWatch Intl,Northern District
EXT-401297,2026-07-05T17:00:00,intrusion,92.7,CyberSentry Feed,Zone F
EXT-401298,2026-05-25T21:00:00,Other,63.3,CyberSentry Feed,Zone E
EXT-401299,2026-07-09T11:00:00,Intrusion,56.9,ThreatWatch Intl,Zone F
EXT-401300,2026-06-28T09:00:00,Intrusion,37.9,OpenCTI Mirror,Zone G
EXT-401301,2026-05-21T01:00:00,intrusion,40.6,GlobalIntel API,Northern District
EXT-401302,2026-06-13T23:00:00,,90.6,ThreatWatch Intl,Eastern Corridor
EXT-401303,2026-06-24T11:00:00,,96.1,OpenCTI Mirror,Eastern Corridor
EXT-401304,2026-05-23T17:00:00,Environmental,43.6,OpenCTI Mirror,Zone C
EXT-401305,2026-06-21T08:00:00,Physical,67.5,OpenCTI Mirror,
EXT-401306,2026-05-25T18:00:00,,78.4,OpenCTI Mirror,Southern Belt
EXT-401307,2026-06-22T10:00:00,Other,69.4,OpenCTI Mirror,Zone A
EXT-401308,2026-05-26T08:00:00,Environmental,25.2,OpenCTI Mirror,Northern District
EXT-401309,2026-05-23T22:00:00,Physical,46.5,ThreatWatch Intl,Zone E
EXT-401310,2026-07-22T05:00:00,,66.8,GlobalIntel API,Southern Belt
EXT-401311,2026-07-22T02:00:00,Intrusion,60.2,ThreatWatch Intl,Zone D
EXT-401312,2026-05-22T03:00:00,intrusion,67.2,CyberSentry Feed,Eastern Corridor
EXT-401313,2026-06-12T14:00:00,Intrusion,74.2,GlobalIntel API,Southern Belt
EXT-401314,2026-05-08T13:00:00,Cyber,82.6,ThreatWatch Intl,Zone H
EXT-401315,2026-07-09T16:00:00,Physical,87.1,OpenCTI Mirror,Eastern Corridor
EXT-401316,2026-06-13T20:00:00,Physical,80.7,CyberSentry Feed,Northern District
EXT-401317,2026-07-10T02:00:00,CYBER-related,79.4,ThreatWatch Intl,Northern District
EXT-401318,2026-06-26T23:00:00,Environmental,24.1,CyberSentry Feed,Southern Belt
EXT-401319,2026-07-19T19:00:00,Intrusion,44.2,ThreatWatch Intl,Zone D
EXT-401320,2026-07-25T16:00:00,intrusion,69.5,CyberSentry Feed,Northern District
EXT-401321,2026-05-20T17:00:00,Environmental,73.1,CyberSentry Feed,Central Hub
EXT-401322,2026-06-19T00:00:00,CYBER-related,66.0,GlobalIntel API,Zone D
EXT-401323,2026-06-12T20:00:00,Environmental,49.6,OpenCTI Mirror,Zone D
EXT-401324,2026-07-10T17:00:00,Physical,47.4,ThreatWatch Intl,Zone H
EXT-401325,2026-07-11T05:00:00,Other,57.7,ThreatWatch Intl,Zone C
EXT-401326,2026-05-08T19:00:00,Intrusion,84.2,OpenCTI Mirror,Zone C
EXT-401327,2026-05-15T09:00:00,Physical,54.2,OpenCTI Mirror,Southern Belt
EXT-401328,2026-05-19T21:00:00,,85.0,CyberSentry Feed,Western Zone
EXT-401329,2026-07-27T09:00:00,CYBER-related,13.7,OpenCTI Mirror,Western Zone
EXT-401330,2026-07-02T16:00:00,Physical,65.5,GlobalIntel API,Zone A
EXT-401331,2026-07-23T09:00:00,CYBER-related,64.7,CyberSentry Feed,Central Hub
EXT-401332,2026-07-27T17:00:00,CYBER-related,68.0,ThreatWatch Intl,Eastern Corridor
EXT-401333,2026-05-14T07:00:00,Physical,56.0,OpenCTI Mirror,Zone C
EXT-401334,2026-06-06T03:00:00,Intrusion,82.8,OpenCTI Mirror,Zone E
EXT-401335,2026-05-16T17:00:00,Other,55.3,OpenCTI Mirror,Eastern Corridor
EXT-401336,2026-07-10T20:00:00,CYBER-related,58.7,CyberSentry Feed,Eastern Corridor
EXT-401337,2026-05-15T01:00:00,,22.3,CyberSentry Feed,Zone F
EXT-401338,2026-06-01T23:00:00,Intrusion,67.9,GlobalIntel API,Eastern Corridor
EXT-401339,2026-06-10T21:00:00,Intrusion,36.9,CyberSentry Feed,Western Zone
EXT-401340,2026-07-04T16:00:00,CYBER-related,76.7,ThreatWatch Intl,
EXT-401341,2026-06-02T02:00:00,Other,71.6,GlobalIntel API,Zone G
EXT-401342,2026-06-05T02:00:00,,66.9,CyberSentry Feed,Southern Belt
EXT-401343,2026-07-03T17:00:00,,51.3,OpenCTI Mirror,Eastern Corridor
EXT-401344,2026-06-20T11:00:00,CYBER-related,29.1,OpenCTI Mirror,Northern District
EXT-401345,2026-06-09T17:00:00,,57.2,GlobalIntel API,Southern Belt
EXT-401346,2026-05-30T02:00:00,CYBER-related,52.4,OpenCTI Mirror,Central Hub
EXT-401347,2026-05-31T05:00:00,intrusion,90.5,GlobalIntel API,Western Zone
EXT-401348,2026-07-26T11:00:00,,31.2,OpenCTI Mirror,Zone G
EXT-401349,2026-06-16T15:00:00,Intrusion,64.8,ThreatWatch Intl,Zone D
EXT-401350,2026-05-29T05:00:00,Other,86.6,OpenCTI Mirror,Zone H
EXT-401351,2026-06-29T04:00:00,Cyber,99.0,GlobalIntel API,Southern Belt
EXT-401352,2026-07-11T12:00:00,CYBER-related,62.8,OpenCTI Mirror,Western Zone
EXT-401353,2026-05-24T07:00:00,intrusion,75.6,OpenCTI Mirror,Western Zone
EXT-401354,2026-05-24T12:00:00,Intrusion,52.0,CyberSentry Feed,Zone D
EXT-401355,2026-06-19T01:00:00,Physical,67.3,ThreatWatch Intl,Zone A
EXT-401356,2026-06-03T02:00:00,Physical,82.8,ThreatWatch Intl,Zone J
EXT-401357,2026-05-13T18:00:00,,70.0,OpenCTI Mirror,Western Zone
EXT-401358,2026-07-06T04:00:00,Physical,29.2,OpenCTI Mirror,Zone E
EXT-401359,2026-05-31T17:00:00,,64.4,CyberSentry Feed,Western Zone
EXT-401360,2026-07-22T07:00:00,Intrusion,76.3,OpenCTI Mirror,Zone G
EXT-401361,2026-07-23T06:00:00,Environmental,83.8,GlobalIntel API,Central Hub
EXT-401362,2026-06-14T07:00:00,,49.9,GlobalIntel API,Zone A
EXT-401363,2026-07-18T16:00:00,Environmental,87.1,CyberSentry Feed,Zone C
EXT-401364,2026-05-12T04:00:00,intrusion,79.1,CyberSentry Feed,
EXT-401365,2026-07-23T01:00:00,,32.0,ThreatWatch Intl,Eastern Corridor
EXT-401366,2026-07-02T22:00:00,CYBER-related,54.6,OpenCTI Mirror,Zone F
EXT-401367,2026-06-25T00:00:00,,44.7,CyberSentry Feed,Central Hub
EXT-401368,2026-07-02T22:00:00,Intrusion,41.6,GlobalIntel API,Central Hub
EXT-401369,2026-06-09T06:00:00,,70.0,GlobalIntel API,Northern District
EXT-401370,2026-05-04T09:00:00,intrusion,69.6,CyberSentry Feed,Eastern Corridor
EXT-401371,2026-05-08T01:00:00,Cyber,16.1,OpenCTI Mirror,Eastern Corridor
EXT-401372,2026-07-18T10:00:00,Physical,30.0,GlobalIntel API,Western Zone
EXT-401373,2026-05-31T12:00:00,intrusion,35.8,CyberSentry Feed,Zone I
EXT-401374,2026-06-05T16:00:00,Intrusion,76.8,OpenCTI Mirror,Southern Belt
EXT-401375,2026-07-16T03:00:00,Cyber,50.9,CyberSentry Feed,Zone B
EXT-401376,2026-07-14T11:00:00,Physical,21.9,OpenCTI Mirror,Zone J
EXT-401377,2026-06-25T04:00:00,Cyber,78.7,GlobalIntel API,Western Zone
EXT-401378,2026-07-15T01:00:00,Other,67.8,ThreatWatch Intl,Southern Belt
EXT-401379,2026-06-15T03:00:00,Other,62.7,OpenCTI Mirror,Zone B
EXT-401380,2026-05-15T20:00:00,Intrusion,99.0,ThreatWatch Intl,Zone J
EXT-401381,2026-06-11T06:00:00,intrusion,69.9,CyberSentry Feed,Southern Belt
EXT-401382,2026-06-13T02:00:00,CYBER-related,69.4,GlobalIntel API,Zone C
EXT-401383,2026-06-22T11:00:00,Physical,68.2,CyberSentry Feed,Eastern Corridor
EXT-401384,2026-06-29T13:00:00,Cyber,37.7,CyberSentry Feed,Southern Belt
EXT-401385,2026-06-11T07:00:00,CYBER-related,91.5,CyberSentry Feed,Zone F
EXT-401386,2026-06-08T11:00:00,CYBER-related,55.2,ThreatWatch Intl,Central Hub
EXT-401387,2026-06-04T10:00:00,Cyber,58.8,ThreatWatch Intl,Eastern Corridor
EXT-401388,2026-06-19T00:00:00,Physical,52.4,OpenCTI Mirror,Central Hub
EXT-401389,2026-07-01T15:00:00,Other,42.1,GlobalIntel API,Zone D
EXT-401390,2026-07-23T18:00:00,,73.6,ThreatWatch Intl,Western Zone
EXT-401391,2026-06-16T10:00:00,Intrusion,54.9,CyberSentry Feed,Southern Belt
EXT-401392,2026-04-29T18:00:00,intrusion,82.6,OpenCTI Mirror,Zone A
EXT-401393,2026-06-18T14:00:00,intrusion,45.3,CyberSentry Feed,Central Hub
EXT-401394,2026-04-29T06:00:00,Environmental,73.2,GlobalIntel API,Zone C
EXT-401395,2026-06-11T00:00:00,Cyber,35.4,ThreatWatch Intl,Western Zone
EXT-401396,2026-06-13T13:00:00,intrusion,67.1,GlobalIntel API,Zone G
EXT-401397,2026-06-16T03:00:00,,57.3,GlobalIntel API,Zone F
EXT-401398,2026-07-16T01:00:00,CYBER-related,58.0,GlobalIntel API,Central Hub
EXT-401399,2026-05-20T21:00:00,,99.0,ThreatWatch Intl,Zone I
EXT-401400,2026-07-11T10:00:00,,45.0,ThreatWatch Intl,Northern District
EXT-401401,2026-07-14T19:00:00,Cyber,42.1,CyberSentry Feed,Zone H
EXT-401402,2026-05-09T01:00:00,Physical,94.0,GlobalIntel API,Eastern Corridor
EXT-401403,2026-06-06T06:00:00,Cyber,66.1,ThreatWatch Intl,Southern Belt
EXT-401404,2026-06-04T19:00:00,Environmental,81.7,ThreatWatch Intl,Central Hub
EXT-401405,2026-06-24T07:00:00,,53.7,OpenCTI Mirror,Central Hub
EXT-401406,2026-06-19T03:00:00,CYBER-related,61.6,GlobalIntel API,Western Zone
EXT-401407,2026-06-03T11:00:00,Physical,94.4,OpenCTI Mirror,Central Hub
EXT-401408,2026-05-26T03:00:00,Environmental,58.2,CyberSentry Feed,Zone E
EXT-401409,2026-06-21T20:00:00,Environmental,45.5,CyberSentry Feed,Western Zone
EXT-401410,2026-05-18T19:00:00,Cyber,50.6,GlobalIntel API,Central Hub
EXT-401411,2026-05-10T12:00:00,,37.6,GlobalIntel API,Eastern Corridor
EXT-401412,2026-05-19T09:00:00,Environmental,99.0,OpenCTI Mirror,Zone B
EXT-401413,2026-07-01T20:00:00,CYBER-related,45.9,OpenCTI Mirror,Western Zone
EXT-401414,2026-07-18T01:00:00,Physical,41.9,GlobalIntel API,Central Hub
EXT-401415,2026-06-23T14:00:00,Environmental,69.6,ThreatWatch Intl,Zone D
EXT-401416,2026-05-01T14:00:00,intrusion,63.5,ThreatWatch Intl,Central Hub
EXT-401417,2026-07-09T22:00:00,Cyber,63.8,CyberSentry Feed,Zone E
EXT-401418,2026-06-11T13:00:00,,64.9,ThreatWatch Intl,Zone G
EXT-401419,2026-05-03T04:00:00,Physical,42.1,ThreatWatch Intl,Central Hub
EXT-401420,2026-07-11T13:00:00,Environmental,57.9,OpenCTI Mirror,Southern Belt
EXT-401421,2026-06-29T09:00:00,intrusion,91.5,OpenCTI Mirror,Eastern Corridor
EXT-401422,2026-05-10T00:00:00,CYBER-related,63.3,GlobalIntel API,
EXT-401423,2026-05-15T17:00:00,intrusion,43.0,ThreatWatch Intl,Zone J
EXT-401424,2026-05-15T06:00:00,CYBER-related,91.3,GlobalIntel API,Northern District
EXT-401425,2026-07-26T13:00:00,Intrusion,69.8,GlobalIntel API,Zone G
EXT-401426,2026-05-19T07:00:00,intrusion,30.1,GlobalIntel API,Zone E
EXT-401427,2026-05-29T14:00:00,Cyber,84.3,GlobalIntel API,Southern Belt
EXT-401428,2026-07-22T19:00:00,,9.2,CyberSentry Feed,Central Hub
EXT-401429,2026-05-05T20:00:00,intrusion,50.6,GlobalIntel API,Western Zone
EXT-401430,2026-07-03T10:00:00,Other,99.0,GlobalIntel API,Zone F
EXT-401431,2026-06-01T20:00:00,Environmental,80.8,ThreatWatch Intl,Western Zone
EXT-401432,2026-07-08T13:00:00,intrusion,85.9,ThreatWatch Intl,Northern District
EXT-401433,2026-04-29T17:00:00,CYBER-related,73.6,ThreatWatch Intl,Zone G
EXT-401434,2026-05-10T14:00:00,Physical,70.3,CyberSentry Feed,Northern District
EXT-401435,2026-05-12T00:00:00,Environmental,99.0,GlobalIntel API,Zone C
EXT-401436,2026-07-08T08:00:00,Environmental,90.3,GlobalIntel API,Eastern Corridor
EXT-401437,2026-05-17T04:00:00,Cyber,64.7,ThreatWatch Intl,Zone I
EXT-401438,2026-05-05T15:00:00,Environmental,35.3,ThreatWatch Intl,Zone H
EXT-401439,2026-05-12T02:00:00,Other,86.2,ThreatWatch Intl,Zone F
EXT-401440,2026-06-20T06:00:00,Cyber,17.4,OpenCTI Mirror,Zone G
EXT-401441,2026-06-06T01:00:00,,77.3,CyberSentry Feed,Zone F
EXT-401442,2026-06-11T03:00:00,intrusion,59.4,GlobalIntel API,Western Zone
EXT-401443,2026-05-22T17:00:00,CYBER-related,84.8,ThreatWatch Intl,Zone E
EXT-401444,2026-06-25T01:00:00,,68.8,CyberSentry Feed,Western Zone
EXT-401445,2026-06-14T04:00:00,Physical,51.6,CyberSentry Feed,Zone H
EXT-401446,2026-06-12T14:00:00,Intrusion,63.6,OpenCTI Mirror,Zone C
EXT-401447,2026-06-11T08:00:00,Cyber,99.0,CyberSentry Feed,Southern Belt
EXT-401448,2026-05-08T23:00:00,Cyber,37.0,CyberSentry Feed,Southern Belt
EXT-401449,2026-06-11T16:00:00,,61.1,ThreatWatch Intl,Zone J
EXT-401450,2026-07-09T12:00:00,Intrusion,15.6,GlobalIntel API,Zone H
EXT-401451,2026-07-14T09:00:00,intrusion,54.1,GlobalIntel API,Northern District
EXT-401452,2026-07-27T22:00:00,CYBER-related,57.3,GlobalIntel API,Southern Belt
EXT-401453,2026-05-22T02:00:00,CYBER-related,90.4,CyberSentry Feed,Eastern Corridor
EXT-401454,2026-06-01T12:00:00,Intrusion,53.7,ThreatWatch Intl,Zone E
EXT-401455,2026-07-12T22:00:00,Physical,51.1,CyberSentry Feed,Zone F
EXT-401456,2026-07-14T12:00:00,Intrusion,35.7,CyberSentry Feed,Zone J
EXT-401457,2026-06-02T12:00:00,Other,66.0,CyberSentry Feed,Eastern Corridor
EXT-401458,2026-07-21T21:00:00,Cyber,25.3,GlobalIntel API,Zone I
EXT-401459,2026-07-09T11:00:00,Environmental,35.8,GlobalIntel API,Eastern Corridor
EXT-401460,2026-05-12T20:00:00,Environmental,51.4,GlobalIntel API,Eastern Corridor
EXT-401461,2026-05-20T19:00:00,CYBER-related,76.2,CyberSentry Feed,Zone E
EXT-401462,2026-05-28T05:00:00,Physical,94.0,ThreatWatch Intl,Southern Belt
EXT-401463,2026-05-02T07:00:00,Other,30.7,CyberSentry Feed,Eastern Corridor
EXT-401464,2026-07-01T02:00:00,Physical,31.4,GlobalIntel API,Zone G
EXT-401465,2026-06-23T19:00:00,CYBER-related,37.4,CyberSentry Feed,Southern Belt
EXT-401466,2026-06-14T10:00:00,Intrusion,41.8,ThreatWatch Intl,Western Zone
EXT-401467,2026-05-03T17:00:00,Intrusion,32.8,ThreatWatch Intl,
EXT-401468,2026-07-25T07:00:00,CYBER-related,67.5,ThreatWatch Intl,Southern Belt
EXT-401469,2026-06-03T06:00:00,,73.8,OpenCTI Mirror,Southern Belt
EXT-401470,2026-05-30T22:00:00,CYBER-related,50.7,OpenCTI Mirror,Zone A
EXT-401471,2026-06-23T16:00:00,CYBER-related,87.0,OpenCTI Mirror,Zone B
EXT-401472,2026-06-22T01:00:00,Intrusion,54.7,CyberSentry Feed,Western Zone
EXT-401473,2026-07-12T11:00:00,CYBER-related,44.6,GlobalIntel API,Zone F
EXT-401474,2026-05-11T09:00:00,,69.5,ThreatWatch Intl,
EXT-401475,2026-05-13T21:00:00,Environmental,71.7,ThreatWatch Intl,Southern Belt
EXT-401476,2026-05-01T02:00:00,,56.0,GlobalIntel API,Zone A
EXT-401477,2026-05-29T17:00:00,Physical,75.1,CyberSentry Feed,Zone D
EXT-401478,2026-06-05T22:00:00,Environmental,61.2,OpenCTI Mirror,Northern District
EXT-401479,2026-05-26T21:00:00,Intrusion,73.7,GlobalIntel API,Zone I
EXT-401480,2026-05-16T15:00:00,intrusion,99.0,ThreatWatch Intl,Zone A
EXT-401481,2026-05-16T05:00:00,,80.6,CyberSentry Feed,
EXT-401482,2026-04-30T01:00:00,,66.9,OpenCTI Mirror,Eastern Corridor
EXT-401483,2026-07-24T13:00:00,Intrusion,83.2,GlobalIntel API,Central Hub
EXT-401484,2026-05-29T04:00:00,Environmental,47.2,CyberSentry Feed,Zone G
EXT-401485,2026-06-15T17:00:00,Environmental,51.4,ThreatWatch Intl,Central Hub
EXT-401486,2026-05-03T19:00:00,Environmental,49.0,ThreatWatch Intl,Zone G
EXT-401487,2026-07-03T21:00:00,intrusion,44.4,OpenCTI Mirror,Eastern Corridor
EXT-401488,2026-07-04T18:00:00,Environmental,38.8,CyberSentry Feed,Southern Belt
EXT-401489,2026-05-06T04:00:00,,97.1,CyberSentry Feed,Northern District
EXT-401490,2026-05-18T06:00:00,intrusion,54.7,CyberSentry Feed,Zone B
EXT-401491,2026-07-21T06:00:00,Physical,37.2,CyberSentry Feed,Zone B
EXT-401492,2026-05-09T13:00:00,Environmental,27.5,CyberSentry Feed,Western Zone
EXT-401493,2026-07-14T20:00:00,Environmental,59.8,GlobalIntel API,Western Zone
EXT-401494,2026-06-05T08:00:00,CYBER-related,40.4,ThreatWatch Intl,Zone D
EXT-401495,2026-05-17T06:00:00,Other,44.7,GlobalIntel API,Zone G
EXT-401496,2026-05-28T02:00:00,intrusion,83.2,GlobalIntel API,Zone I
EXT-401497,2026-05-31T01:00:00,Physical,85.2,ThreatWatch Intl,Northern District
EXT-401498,2026-05-21T11:00:00,Other,60.8,ThreatWatch Intl,Zone D
EXT-401499,2026-06-13T13:00:00,Intrusion,48.2,OpenCTI Mirror,Southern Belt
EXT-401500,2026-07-14T07:00:00,CYBER-related,90.8,GlobalIntel API,Zone G
EXT-401501,2026-05-23T22:00:00,Intrusion,78.8,CyberSentry Feed,Southern Belt
EXT-401502,2026-05-13T19:00:00,Cyber,19.9,OpenCTI Mirror,Eastern Corridor
EXT-401503,2026-07-11T08:00:00,Cyber,82.9,ThreatWatch Intl,Zone F
EXT-401504,2026-07-06T00:00:00,Other,52.7,ThreatWatch Intl,Zone G
EXT-401505,2026-05-20T11:00:00,,59.4,GlobalIntel API,Eastern Corridor
EXT-401506,2026-07-11T19:00:00,Intrusion,67.2,GlobalIntel API,Eastern Corridor
EXT-401507,2026-07-01T06:00:00,Other,61.7,ThreatWatch Intl,Western Zone
EXT-401508,2026-07-07T10:00:00,intrusion,83.4,CyberSentry Feed,Zone A
EXT-401509,2026-05-11T18:00:00,Intrusion,47.7,GlobalIntel API,Zone B
EXT-401510,2026-07-11T13:00:00,Intrusion,87.2,OpenCTI Mirror,Eastern Corridor
EXT-401511,2026-07-15T20:00:00,intrusion,60.2,CyberSentry Feed,Zone F
EXT-401512,2026-06-17T22:00:00,Other,61.7,CyberSentry Feed,
EXT-401513,2026-07-27T11:00:00,,64.6,GlobalIntel API,Zone E
EXT-401514,2026-05-21T06:00:00,Intrusion,76.9,ThreatWatch Intl,Southern Belt
EXT-401515,2026-05-05T16:00:00,Cyber,68.2,OpenCTI Mirror,
EXT-401516,2026-05-12T20:00:00,Environmental,86.9,GlobalIntel API,Zone C
EXT-401517,2026-05-17T12:00:00,intrusion,72.7,GlobalIntel API,Western Zone
EXT-401518,2026-06-28T20:00:00,Cyber,76.3,GlobalIntel API,Zone A
EXT-401519,2026-07-16T13:00:00,Intrusion,23.5,ThreatWatch Intl,Zone G
EXT-401520,2026-07-20T04:00:00,Physical,50.1,CyberSentry Feed,Northern District
EXT-401521,2026-07-05T00:00:00,Intrusion,53.6,GlobalIntel API,Zone E
EXT-401522,2026-06-30T02:00:00,CYBER-related,91.7,CyberSentry Feed,Central Hub
EXT-401523,2026-06-19T18:00:00,CYBER-related,48.1,OpenCTI Mirror,Zone H
EXT-401524,2026-05-22T04:00:00,intrusion,26.7,GlobalIntel API,Eastern Corridor
EXT-401525,2026-06-10T13:00:00,Cyber,87.0,GlobalIntel API,Zone B
EXT-401526,2026-05-24T17:00:00,intrusion,49.1,CyberSentry Feed,Southern Belt
EXT-401527,2026-06-05T16:00:00,,99.0,CyberSentry Feed,Zone D
EXT-401528,2026-05-26T07:00:00,Environmental,65.6,GlobalIntel API,Zone G
EXT-401529,2026-07-01T22:00:00,intrusion,87.4,OpenCTI Mirror,Zone F
EXT-401530,2026-05-15T14:00:00,intrusion,48.6,ThreatWatch Intl,Zone B
EXT-401531,2026-05-03T10:00:00,Environmental,7.1,ThreatWatch Intl,Zone I
EXT-401532,2026-07-24T13:00:00,Intrusion,73.5,OpenCTI Mirror,Zone I
EXT-401533,2026-07-01T00:00:00,Physical,99.0,ThreatWatch Intl,Zone C
EXT-401534,2026-07-24T20:00:00,Intrusion,64.4,GlobalIntel API,Zone D
EXT-401535,2026-06-30T00:00:00,,65.7,ThreatWatch Intl,Zone B
EXT-401536,2026-05-02T01:00:00,CYBER-related,61.2,CyberSentry Feed,Southern Belt
EXT-401537,2026-07-25T00:00:00,CYBER-related,60.4,CyberSentry Feed,Zone H
EXT-401538,2026-05-16T08:00:00,CYBER-related,54.3,CyberSentry Feed,Central Hub
EXT-401539,2026-06-21T18:00:00,CYBER-related,90.7,GlobalIntel API,Southern Belt
EXT-401540,2026-05-06T17:00:00,,61.1,OpenCTI Mirror,Central Hub
EXT-401541,2026-05-24T13:00:00,Other,77.5,GlobalIntel API,Southern Belt
EXT-401542,2026-05-30T02:00:00,,71.2,ThreatWatch Intl,Northern District
EXT-401543,2026-06-30T19:00:00,,79.9,CyberSentry Feed,Southern Belt
EXT-401544,2026-07-07T17:00:00,Environmental,57.9,ThreatWatch Intl,Zone D
EXT-401545,2026-07-10T06:00:00,Physical,74.6,GlobalIntel API,Zone B
EXT-401546,2026-06-27T14:00:00,intrusion,82.4,ThreatWatch Intl,Zone A
EXT-401547,2026-05-03T04:00:00,CYBER-related,91.3,GlobalIntel API,Central Hub
EXT-401548,2026-05-10T22:00:00,CYBER-related,51.3,GlobalIntel API,Eastern Corridor
EXT-401549,2026-06-08T06:00:00,intrusion,32.5,ThreatWatch Intl,Zone B
EXT-401550,2026-05-29T02:00:00,Other,75.7,ThreatWatch Intl,Northern District
EXT-401551,2026-06-22T23:00:00,Cyber,76.2,CyberSentry Feed,Zone D
EXT-401552,2026-06-28T15:00:00,Environmental,73.4,GlobalIntel API,Northern District
EXT-401553,2026-06-14T15:00:00,CYBER-related,65.2,GlobalIntel API,
EXT-401554,2026-06-16T04:00:00,Intrusion,57.3,CyberSentry Feed,Zone B
EXT-401555,2026-05-01T23:00:00,Intrusion,64.4,OpenCTI Mirror,Eastern Corridor
EXT-401556,2026-06-12T00:00:00,Environmental,68.0,OpenCTI Mirror,Southern Belt
EXT-401557,2026-06-26T12:00:00,Environmental,38.1,OpenCTI Mirror,Zone B
EXT-401558,2026-05-21T19:00:00,Other,39.7,CyberSentry Feed,Zone D
EXT-401559,2026-05-17T17:00:00,,64.6,ThreatWatch Intl,
EXT-401560,2026-06-04T19:00:00,,84.5,OpenCTI Mirror,Zone J
EXT-401561,2026-07-08T14:00:00,intrusion,73.8,ThreatWatch Intl,Central Hub
EXT-401562,2026-05-22T21:00:00,,72.5,ThreatWatch Intl,Zone D
EXT-401563,2026-07-21T15:00:00,Intrusion,54.4,OpenCTI Mirror,Western Zone
EXT-401564,2026-06-26T16:00:00,CYBER-related,53.3,GlobalIntel API,Zone D
EXT-401565,2026-05-13T13:00:00,Environmental,99.0,ThreatWatch Intl,Zone I
EXT-401566,2026-06-22T10:00:00,intrusion,71.7,ThreatWatch Intl,Zone A
EXT-401567,2026-07-21T07:00:00,CYBER-related,42.5,OpenCTI Mirror,Southern Belt
EXT-401568,2026-05-09T06:00:00,Cyber,94.7,GlobalIntel API,Zone A
EXT-401569,2026-05-29T01:00:00,Environmental,88.6,CyberSentry Feed,Central Hub
EXT-401570,2026-07-16T20:00:00,Other,70.9,CyberSentry Feed,Central Hub
