response_id,dispatch_time,arrival_time,unit,zone_code,response_status,shift
OPS-201183,2026-05-02 06:02,2026-05-02 06:18,Foxtrot Unit,D,Resolved,Day
OPS-201184,2026-07-14 05:05,2026-07-14 05:12,Echo Unit,J,Under Investigation,Night
OPS-201185,2026-05-23 19:43,2026-05-23 19:54,Echo Unit,E,Resolved,Night
OPS-201186,2026-06-27 19:30,2026-06-27 19:42,Delta Unit,C,Under Investigation,Night
OPS-201187,2026-05-24 00:54,2026-05-24 01:03,Golf Unit,B,Closed,Night
OPS-201188,2026-05-04 23:30,2026-05-04 23:40,Golf Unit,I,Closed,Night
OPS-201189,2026-05-25 13:13,2026-05-25 13:24,Charlie Unit,C,Resolved,Day
OPS-201190,2026-06-12 01:03,2026-06-12 01:12,Charlie Unit,F,Escalated,Night
OPS-201191,2026-06-15 00:11,2026-06-15 00:23,Golf Unit,F,Resolved,Night
OPS-201192,2026-06-07 17:31,2026-06-07 17:43,Delta Unit,F,Resolved,Day
OPS-201193,2026-05-30 20:52,2026-05-30 21:01,Echo Unit,A,Closed,Night
OPS-201194,2026-05-26 10:21,2026-05-26 10:25,Delta Unit,H,Under Investigation,Day
OPS-201195,2026-06-12 09:45,2026-06-12 09:51,Echo Unit,C,Closed,Day
OPS-201196,2026-06-26 04:40,2026-06-26 04:49,Golf Unit,G,Closed,Night
OPS-201197,2026-04-30 19:46,2026-04-30 19:57,Golf Unit,C,Escalated,Night
OPS-201198,2026-07-14 10:03,2026-07-14 10:11,Hotel Unit,C,Closed,Day
OPS-201199,2026-07-14 19:30,2026-07-14 19:45,Golf Unit,C,Under Investigation,Night
OPS-201200,2026-07-17 23:22,2026-07-17 23:25,Foxtrot Unit,E,Resolved,Night
OPS-201201,2026-06-08 18:45,2026-06-08 18:57,Golf Unit,J,Resolved,Night
OPS-201202,2026-05-02 03:57,2026-05-02 04:03,Delta Unit,J,Resolved,Night
OPS-201203,2026-07-16 13:52,2026-07-16 14:03,Echo Unit,G,Closed,Day
OPS-201204,2026-06-24 23:21,2026-06-24 23:30,Charlie Unit,A,Resolved,Night
OPS-201205,2026-07-05 08:12,2026-07-05 08:25,Foxtrot Unit,B,Resolved,Day
OPS-201206,2026-06-09 17:16,2026-06-09 17:27,Alpha Unit,F,Resolved,Day
OPS-201207,2026-07-12 11:55,2026-07-12 12:03,Echo Unit,H,Resolved,Day
OPS-201208,2026-05-28 07:50,2026-05-28 08:01,Charlie Unit,J,Closed,Day
OPS-201209,2026-06-16 05:36,2026-06-16 05:41,Echo Unit,F,Closed,Night
OPS-201210,2026-07-08 12:22,2026-07-08 12:35,Delta Unit,D,Escalated,Day
OPS-201211,2026-05-25 01:12,2026-05-25 01:22,Golf Unit,G,Resolved,Night
OPS-201212,2026-06-05 02:52,2026-06-05 03:04,Alpha Unit,I,Closed,Night
OPS-201213,2026-07-14 05:10,2026-07-14 05:28,Foxtrot Unit,D,Resolved,Night
OPS-201214,2026-07-16 02:09,2026-07-16 02:19,Delta Unit,H,Resolved,Night
OPS-201215,2026-05-12 08:25,2026-05-12 08:40,Charlie Unit,A,Resolved,Day
OPS-201216,2026-06-19 07:31,2026-06-19 07:37,Golf Unit,J,Resolved,Day
OPS-201217,2026-05-10 21:54,2026-05-10 22:06,Bravo Unit,B,Under Investigation,Night
OPS-201218,2026-07-11 08:20,2026-07-11 08:27,Bravo Unit,A,Resolved,Day
OPS-201219,2026-05-18 13:34,2026-05-18 13:48,Delta Unit,J,Under Investigation,Day
OPS-201220,2026-06-08 05:02,2026-06-08 05:11,Foxtrot Unit,I,Closed,Night
OPS-201221,2026-05-02 01:14,2026-05-02 01:30,Alpha Unit,F,Resolved,Night
OPS-201222,2026-07-12 08:06,2026-07-12 08:21,Echo Unit,H,Escalated,Day
OPS-201223,2026-05-11 00:58,2026-05-11 01:10,Hotel Unit,I,Resolved,Night
OPS-201224,2026-05-19 12:41,2026-05-19 12:56,Echo Unit,G,Resolved,Day
OPS-201225,2026-06-21 04:51,2026-06-21 04:58,Charlie Unit,E,Resolved,Night
OPS-201226,2026-05-25 21:50,2026-05-25 21:59,Bravo Unit,B,Resolved,Night
OPS-201227,2026-05-29 03:11,2026-05-29 03:17,Bravo Unit,E,Under Investigation,Night
OPS-201228,2026-05-11 05:48,2026-05-11 05:55,Delta Unit,J,Under Investigation,Night
OPS-201229,2026-06-17 04:58,2026-06-17 05:13,Foxtrot Unit,A,Resolved,Night
OPS-201230,2026-06-14 07:00,2026-06-14 07:15,Charlie Unit,H,Resolved,Day
OPS-201231,2026-06-07 21:27,2026-06-07 21:42,Alpha Unit,B,Resolved,Night
OPS-201232,2026-07-19 12:07,2026-07-19 12:17,Golf Unit,E,Resolved,Day
OPS-201233,2026-07-24 16:44,2026-07-24 16:58,Hotel Unit,B,Resolved,Day
OPS-201234,2026-06-05 01:51,2026-06-05 01:54,Foxtrot Unit,C,Resolved,Night
OPS-201235,2026-06-03 21:36,2026-06-03 21:46,Golf Unit,A,Resolved,Night
OPS-201236,2026-06-04 07:28,2026-06-04 07:41,Echo Unit,B,Resolved,Day
OPS-201237,2026-07-15 13:07,2026-07-15 13:14,Golf Unit,J,Resolved,Day
OPS-201238,2026-06-15 22:39,2026-06-15 22:50,Charlie Unit,E,Under Investigation,Night
OPS-201239,2026-07-16 05:32,2026-07-16 05:41,Alpha Unit,B,Escalated,Night
OPS-201240,2026-06-17 12:56,2026-06-17 13:09,Alpha Unit,B,Resolved,Day
OPS-201241,2026-07-07 16:29,2026-07-07 16:41,Golf Unit,A,Resolved,Day
OPS-201242,2026-05-01 09:13,2026-05-01 09:30,Foxtrot Unit,D,Resolved,Day
OPS-201243,2026-07-06 01:55,2026-07-06 02:10,Golf Unit,J,Under Investigation,Night
OPS-201244,2026-06-03 22:19,2026-06-03 22:32,Delta Unit,C,Resolved,Night
OPS-201245,2026-06-04 22:58,2026-06-04 23:18,Echo Unit,D,Resolved,Night
OPS-201246,2026-07-11 18:33,2026-07-11 18:45,Hotel Unit,C,Under Investigation,Night
OPS-201247,2026-05-21 14:13,2026-05-21 14:26,Echo Unit,F,Under Investigation,Day
OPS-201248,2026-05-18 21:59,2026-05-18 22:15,Hotel Unit,E,Resolved,Night
OPS-201249,2026-06-20 11:50,2026-06-20 12:05,Echo Unit,H,Resolved,Day
OPS-201250,2026-05-07 12:58,2026-05-07 13:11,Delta Unit,D,Under Investigation,Day
OPS-201251,2026-07-23 14:52,2026-07-23 15:03,Echo Unit,C,Resolved,Day
OPS-201252,2026-06-04 02:00,2026-06-04 02:07,Charlie Unit,G,Escalated,Night
OPS-201253,2026-06-17 18:18,2026-06-17 18:29,Hotel Unit,A,Resolved,Night
OPS-201254,2026-05-27 16:21,2026-05-27 16:28,Foxtrot Unit,G,Resolved,Day
OPS-201255,2026-06-11 11:08,2026-06-11 11:15,Charlie Unit,G,Under Investigation,Day
OPS-201256,2026-05-02 01:32,2026-05-02 01:36,Foxtrot Unit,B,Resolved,Night
OPS-201257,2026-05-16 21:05,2026-05-16 21:11,Foxtrot Unit,C,Closed,Night
OPS-201258,2026-05-06 03:16,2026-05-06 03:28,Charlie Unit,G,Resolved,Night
OPS-201259,2026-07-11 10:03,2026-07-11 10:06,Alpha Unit,F,Resolved,Day
OPS-201260,2026-05-21 22:09,2026-05-21 22:25,Delta Unit,B,Resolved,Night
OPS-201261,2026-06-30 16:33,2026-06-30 16:42,Hotel Unit,F,Resolved,Day
OPS-201262,2026-06-17 06:06,2026-06-17 06:19,Charlie Unit,F,Closed,Day
OPS-201263,2026-06-21 01:05,2026-06-21 01:16,Hotel Unit,I,Under Investigation,Night
OPS-201264,2026-06-05 08:16,2026-06-05 08:25,Echo Unit,H,Under Investigation,Day
OPS-201265,2026-04-30 19:12,2026-04-30 19:24,Charlie Unit,A,Resolved,Night
OPS-201266,2026-07-26 13:57,2026-07-26 14:05,Bravo Unit,I,Resolved,Day
OPS-201267,2026-06-14 15:21,2026-06-14 15:34,Hotel Unit,D,Escalated,Day
OPS-201268,2026-05-30 13:44,2026-05-30 13:56,Bravo Unit,H,Escalated,Day
OPS-201269,2026-06-18 03:48,2026-06-18 03:57,Golf Unit,J,Resolved,Night
OPS-201270,2026-06-24 11:00,2026-06-24 11:10,Echo Unit,J,Escalated,Day
OPS-201271,2026-05-28 08:46,2026-05-28 08:59,Golf Unit,H,Closed,Day
OPS-201272,2026-06-13 03:49,2026-06-13 03:58,Charlie Unit,F,Escalated,Night
OPS-201273,2026-06-04 13:59,2026-06-04 14:06,Foxtrot Unit,E,Resolved,Day
OPS-201274,2026-06-02 22:38,2026-06-02 22:52,Alpha Unit,F,Resolved,Night
OPS-201275,2026-05-10 19:05,2026-05-10 19:18,Golf Unit,B,Under Investigation,Night
OPS-201276,2026-07-01 18:58,2026-07-01 19:10,Hotel Unit,E,Under Investigation,Night
OPS-201277,2026-07-10 21:11,2026-07-10 21:28,Hotel Unit,A,Under Investigation,Night
OPS-201278,2026-07-20 06:17,2026-07-20 06:24,Bravo Unit,B,Closed,Day
OPS-201279,2026-05-04 21:05,2026-05-04 21:12,Bravo Unit,B,Resolved,Night
OPS-201280,2026-05-01 19:48,2026-05-01 19:56,Delta Unit,H,Resolved,Night
OPS-201281,2026-06-25 23:59,2026-06-26 00:09,Golf Unit,C,Resolved,Night
OPS-201282,2026-05-08 18:20,2026-05-08 18:30,Foxtrot Unit,F,Resolved,Night
OPS-201283,2026-05-31 10:44,2026-05-31 10:57,Alpha Unit,D,Resolved,Day
OPS-201284,2026-04-30 13:01,2026-04-30 13:11,Charlie Unit,F,Resolved,Day
OPS-201285,2026-07-12 15:08,2026-07-12 15:17,Foxtrot Unit,C,Closed,Day
OPS-201286,2026-07-12 07:11,2026-07-12 07:17,Delta Unit,B,Under Investigation,Day
OPS-201287,2026-07-01 07:14,2026-07-01 07:26,Hotel Unit,E,Escalated,Day
OPS-201288,2026-05-03 07:00,2026-05-03 07:10,Foxtrot Unit,A,Closed,Day
OPS-201289,2026-06-27 19:01,2026-06-27 19:15,Bravo Unit,C,Closed,Night
OPS-201290,2026-07-11 08:49,2026-07-11 08:55,Bravo Unit,I,Escalated,Day
OPS-201291,2026-05-09 15:24,2026-05-09 15:37,Charlie Unit,D,Resolved,Day
OPS-201292,2026-05-17 21:36,2026-05-17 21:41,Foxtrot Unit,C,Closed,Night
OPS-201293,2026-05-05 23:22,2026-05-05 23:35,Alpha Unit,C,Resolved,Night
OPS-201294,2026-05-02 05:42,2026-05-02 05:57,Bravo Unit,G,Closed,Night
OPS-201295,2026-07-24 12:20,2026-07-24 12:33,Charlie Unit,B,Escalated,Day
OPS-201296,2026-07-05 20:42,2026-07-05 20:55,Delta Unit,A,Resolved,Night
OPS-201297,2026-07-18 16:47,2026-07-18 16:52,Delta Unit,H,Resolved,Day
OPS-201298,2026-07-07 17:07,2026-07-07 17:14,Echo Unit,J,Resolved,Day
OPS-201299,2026-07-14 12:32,2026-07-14 12:40,Echo Unit,A,Escalated,Day
OPS-201300,2026-06-09 01:28,2026-06-09 01:35,Alpha Unit,C,Closed,Night
OPS-201301,2026-07-22 02:20,2026-07-22 02:35,Charlie Unit,D,Resolved,Night
OPS-201302,2026-06-16 01:36,2026-06-16 01:42,Hotel Unit,J,Resolved,Night
OPS-201303,2026-05-17 19:08,2026-05-17 19:27,Alpha Unit,D,Escalated,Night
OPS-201304,2026-07-11 22:25,2026-07-11 22:27,Hotel Unit,C,Resolved,Night
OPS-201305,2026-06-01 22:48,2026-06-01 22:56,Charlie Unit,A,Closed,Night
OPS-201306,2026-06-20 22:42,2026-06-20 22:52,Echo Unit,J,Resolved,Night
OPS-201307,2026-05-29 11:57,2026-05-29 12:05,Alpha Unit,F,Closed,Day
OPS-201308,2026-04-30 19:43,2026-04-30 19:48,Bravo Unit,I,Resolved,Night
OPS-201309,2026-07-15 07:56,2026-07-15 07:59,Alpha Unit,E,Resolved,Day
OPS-201310,2026-06-25 13:53,2026-06-25 14:02,Foxtrot Unit,A,Resolved,Day
OPS-201311,2026-05-08 04:18,2026-05-08 04:29,Foxtrot Unit,I,Under Investigation,Night
OPS-201312,2026-05-14 06:14,2026-05-14 06:24,Foxtrot Unit,B,Closed,Day
OPS-201313,2026-06-21 22:55,2026-06-21 23:00,Delta Unit,A,Resolved,Night
OPS-201314,2026-05-09 10:55,2026-05-09 11:03,Charlie Unit,C,Under Investigation,Day
OPS-201315,2026-06-09 13:20,2026-06-09 13:38,Golf Unit,D,Closed,Day
OPS-201316,2026-05-24 11:08,2026-05-24 11:17,Echo Unit,I,Resolved,Day
OPS-201317,2026-05-24 02:59,2026-05-24 03:09,Delta Unit,H,Closed,Night
OPS-201318,2026-07-20 12:45,2026-07-20 12:52,Golf Unit,A,Closed,Day
OPS-201319,2026-06-15 13:56,2026-06-15 14:04,Charlie Unit,J,Resolved,Day
OPS-201320,2026-05-17 10:56,2026-05-17 10:58,Bravo Unit,H,Resolved,Day
OPS-201321,2026-05-13 16:11,2026-05-13 16:22,Golf Unit,I,Escalated,Day
OPS-201322,2026-07-27 03:16,2026-07-27 03:24,Bravo Unit,J,Escalated,Night
OPS-201323,2026-06-24 09:42,2026-06-24 09:53,Hotel Unit,G,Escalated,Day
OPS-201324,2026-07-01 22:40,2026-07-01 22:47,Alpha Unit,H,Resolved,Night
OPS-201325,2026-05-10 11:59,2026-05-10 12:08,Charlie Unit,J,Under Investigation,Day
OPS-201326,2026-07-02 23:17,2026-07-02 23:34,Echo Unit,D,Escalated,Night
OPS-201327,2026-06-12 19:15,2026-06-12 19:20,Alpha Unit,B,Under Investigation,Night
OPS-201328,2026-05-16 02:00,2026-05-16 02:12,Foxtrot Unit,F,Resolved,Night
OPS-201329,2026-07-18 10:00,2026-07-18 10:07,Alpha Unit,B,Escalated,Day
OPS-201330,2026-07-16 02:26,2026-07-16 02:32,Echo Unit,G,Resolved,Night
OPS-201331,2026-05-27 13:57,2026-05-27 14:11,Alpha Unit,D,Closed,Day
OPS-201332,2026-05-08 11:32,2026-05-08 11:42,Charlie Unit,J,Resolved,Day
OPS-201333,2026-05-01 23:29,2026-05-01 23:38,Echo Unit,J,Resolved,Night
OPS-201334,2026-06-18 03:26,2026-06-18 03:40,Hotel Unit,B,Resolved,Night
OPS-201335,2026-06-24 19:52,2026-06-24 20:01,Hotel Unit,E,Closed,Night
OPS-201336,2026-06-16 23:44,2026-06-16 23:53,Bravo Unit,F,Resolved,Night
OPS-201337,2026-06-06 05:09,2026-06-06 05:25,Hotel Unit,A,Closed,Night
OPS-201338,2026-05-01 21:27,2026-05-01 21:31,Alpha Unit,I,Resolved,Night
OPS-201339,2026-05-03 03:58,2026-05-03 04:06,Alpha Unit,J,Resolved,Night
OPS-201340,2026-06-11 19:09,2026-06-11 19:11,Echo Unit,I,Closed,Night
OPS-201341,2026-06-24 06:19,2026-06-24 06:38,Delta Unit,D,Resolved,Day
OPS-201342,2026-07-15 12:06,2026-07-15 12:15,Golf Unit,B,Closed,Day
OPS-201343,2026-06-08 03:23,2026-06-08 03:35,Hotel Unit,G,Closed,Night
OPS-201344,2026-05-12 22:01,2026-05-12 22:14,Golf Unit,I,Resolved,Night
OPS-201345,2026-06-29 16:57,2026-06-29 17:01,Golf Unit,E,Escalated,Day
OPS-201346,2026-05-24 15:12,2026-05-24 15:19,Bravo Unit,A,Under Investigation,Day
OPS-201347,2026-05-04 14:51,2026-05-04 14:55,Bravo Unit,C,Resolved,Day
OPS-201348,2026-07-06 12:35,2026-07-06 12:47,Alpha Unit,J,Resolved,Day
OPS-201349,2026-06-27 07:52,2026-06-27 08:06,Alpha Unit,J,Under Investigation,Day
OPS-201350,2026-07-17 23:00,2026-07-17 23:16,Foxtrot Unit,D,Closed,Night
OPS-201351,2026-06-02 13:35,2026-06-02 13:47,Charlie Unit,J,Under Investigation,Day
OPS-201352,2026-05-14 09:39,2026-05-14 09:48,Echo Unit,B,Closed,Day
OPS-201353,2026-06-15 08:06,2026-06-15 08:13,Charlie Unit,G,Resolved,Day
OPS-201354,2026-06-24 10:12,2026-06-24 10:24,Bravo Unit,I,Closed,Day
OPS-201355,2026-07-11 18:54,2026-07-11 18:59,Delta Unit,J,Resolved,Night
OPS-201356,2026-05-22 18:06,2026-05-22 18:13,Foxtrot Unit,G,Resolved,Night
OPS-201357,2026-05-22 06:55,2026-05-22 07:06,Golf Unit,B,Under Investigation,Day
OPS-201358,2026-06-01 02:50,2026-06-01 03:06,Hotel Unit,D,Under Investigation,Night
OPS-201359,2026-06-18 13:04,2026-06-18 13:12,Delta Unit,B,Closed,Day
OPS-201360,2026-06-26 01:29,2026-06-26 01:47,Bravo Unit,D,Resolved,Night
OPS-201361,2026-05-10 17:11,2026-05-10 17:23,Echo Unit,I,Under Investigation,Day
OPS-201362,2026-05-05 23:29,2026-05-05 23:37,Hotel Unit,D,Escalated,Night
OPS-201363,2026-06-29 03:41,2026-06-29 03:48,Alpha Unit,F,Under Investigation,Night
OPS-201364,2026-05-23 23:03,2026-05-23 23:10,Bravo Unit,J,Resolved,Night
OPS-201365,2026-05-23 00:50,2026-05-23 01:05,Bravo Unit,G,Resolved,Night
OPS-201366,2026-05-30 09:49,2026-05-30 10:04,Bravo Unit,D,Resolved,Day
OPS-201367,2026-07-21 10:38,2026-07-21 10:48,Echo Unit,I,Resolved,Day
OPS-201368,2026-05-28 05:14,2026-05-28 05:18,Bravo Unit,E,Resolved,Night
OPS-201369,2026-05-17 23:16,2026-05-17 23:39,Alpha Unit,D,Resolved,Night
OPS-201370,2026-06-16 08:50,2026-06-16 09:00,Alpha Unit,I,Resolved,Day
OPS-201371,2026-07-23 09:46,2026-07-23 09:56,Bravo Unit,A,Resolved,Day
OPS-201372,2026-07-19 21:44,2026-07-19 21:59,Foxtrot Unit,D,Resolved,Night
OPS-201373,2026-05-30 06:36,2026-05-30 06:45,Bravo Unit,C,Escalated,Day
OPS-201374,2026-07-22 09:50,2026-07-22 09:54,Golf Unit,B,Closed,Day
OPS-201375,2026-07-20 12:46,2026-07-20 12:48,Bravo Unit,C,Resolved,Day
OPS-201376,2026-07-11 11:18,2026-07-11 11:27,Delta Unit,C,Resolved,Day
OPS-201377,2026-07-25 20:11,2026-07-25 20:17,Delta Unit,G,Resolved,Night
OPS-201378,2026-05-15 11:01,2026-05-15 11:10,Foxtrot Unit,E,Closed,Day
OPS-201379,2026-07-24 15:49,2026-07-24 15:58,Charlie Unit,H,Closed,Day
OPS-201380,2026-07-23 19:05,2026-07-23 19:10,Charlie Unit,J,Resolved,Night
OPS-201381,2026-05-28 04:14,2026-05-28 04:22,Hotel Unit,C,Under Investigation,Night
OPS-201382,2026-05-11 18:24,2026-05-11 18:34,Golf Unit,A,Resolved,Night
OPS-201383,2026-07-18 02:17,2026-07-18 02:28,Foxtrot Unit,B,Escalated,Night
OPS-201384,2026-05-11 15:33,2026-05-11 15:38,Alpha Unit,I,Under Investigation,Day
OPS-201385,2026-05-11 23:33,2026-05-11 23:44,Hotel Unit,F,Closed,Night
OPS-201386,2026-05-30 00:03,2026-05-30 00:14,Delta Unit,H,Resolved,Night
OPS-201387,2026-06-28 00:24,2026-06-28 00:33,Delta Unit,F,Under Investigation,Night
OPS-201388,2026-06-29 05:23,2026-06-29 05:33,Delta Unit,C,Escalated,Night
OPS-201389,2026-05-31 06:00,2026-05-31 06:14,Hotel Unit,F,Resolved,Day
OPS-201390,2026-07-23 09:54,2026-07-23 10:07,Echo Unit,I,Under Investigation,Day
OPS-201391,2026-05-25 10:28,2026-05-25 10:38,Foxtrot Unit,G,Resolved,Day
OPS-201392,2026-07-08 03:11,2026-07-08 03:19,Charlie Unit,B,Escalated,Night
OPS-201393,2026-06-08 11:50,2026-06-08 12:00,Foxtrot Unit,J,Closed,Day
OPS-201394,2026-07-10 10:31,2026-07-10 10:41,Hotel Unit,J,Closed,Day
OPS-201395,2026-07-06 22:50,2026-07-06 23:03,Foxtrot Unit,H,Resolved,Night
OPS-201396,2026-05-02 10:40,2026-05-02 10:48,Golf Unit,C,Escalated,Day
OPS-201397,2026-06-18 07:04,2026-06-18 07:17,Alpha Unit,I,Closed,Day
OPS-201398,2026-06-28 12:11,2026-06-28 12:23,Bravo Unit,A,Resolved,Day
OPS-201399,2026-07-04 22:40,2026-07-04 22:50,Bravo Unit,A,Resolved,Night
OPS-201400,2026-06-04 18:09,2026-06-04 18:26,Alpha Unit,D,Escalated,Night
OPS-201401,2026-05-13 02:20,2026-05-13 02:24,Foxtrot Unit,I,Resolved,Night
OPS-201402,2026-05-17 13:01,2026-05-17 13:09,Charlie Unit,H,Resolved,Day
OPS-201403,2026-06-01 20:12,2026-06-01 20:20,Foxtrot Unit,C,Resolved,Night
OPS-201404,2026-06-19 04:23,2026-06-19 04:28,Echo Unit,A,Escalated,Night
OPS-201405,2026-07-06 19:28,2026-07-06 19:38,Golf Unit,G,Under Investigation,Night
OPS-201406,2026-07-23 20:16,2026-07-23 20:24,Foxtrot Unit,E,Closed,Night
OPS-201407,2026-07-27 19:36,2026-07-27 19:45,Delta Unit,F,Resolved,Night
OPS-201408,2026-05-10 06:54,2026-05-10 07:01,Delta Unit,E,Resolved,Day
OPS-201409,2026-07-26 16:39,2026-07-26 16:50,Alpha Unit,B,Closed,Day
OPS-201410,2026-05-22 09:35,2026-05-22 09:42,Alpha Unit,A,Resolved,Day
OPS-201411,2026-07-15 05:37,2026-07-15 05:53,Alpha Unit,D,Under Investigation,Night
OPS-201412,2026-05-25 19:30,2026-05-25 19:36,Alpha Unit,J,Closed,Night
OPS-201413,2026-05-27 01:18,2026-05-27 01:23,Hotel Unit,J,Resolved,Night
OPS-201414,2026-06-26 14:29,2026-06-26 14:40,Delta Unit,H,Resolved,Day
OPS-201415,2026-07-27 06:27,2026-07-27 06:33,Foxtrot Unit,B,Resolved,Day
OPS-201416,2026-05-19 23:13,2026-05-19 23:25,Foxtrot Unit,B,Escalated,Night
OPS-201417,2026-04-30 05:42,2026-04-30 05:50,Delta Unit,F,Under Investigation,Night
OPS-201418,2026-05-09 21:38,2026-05-09 21:47,Bravo Unit,B,Resolved,Night
OPS-201419,2026-06-09 04:14,2026-06-09 04:22,Delta Unit,F,Escalated,Night
OPS-201420,2026-05-09 20:40,2026-05-09 20:45,Echo Unit,F,Closed,Night
OPS-201421,2026-06-19 14:32,2026-06-19 14:41,Golf Unit,F,Under Investigation,Day
OPS-201422,2026-06-02 15:41,2026-06-02 15:51,Hotel Unit,E,Resolved,Day
OPS-201423,2026-04-30 02:04,2026-04-30 02:21,Delta Unit,D,Under Investigation,Night
OPS-201424,2026-06-05 22:08,2026-06-05 22:16,Echo Unit,E,Resolved,Night
OPS-201425,2026-06-23 13:03,2026-06-23 13:09,Golf Unit,F,Resolved,Day
OPS-201426,2026-06-02 15:25,2026-06-02 15:33,Delta Unit,J,Closed,Day
OPS-201427,2026-06-10 02:56,2026-06-10 03:09,Foxtrot Unit,B,Resolved,Night
OPS-201428,2026-05-10 13:56,2026-05-10 14:09,Echo Unit,D,Resolved,Day
OPS-201429,2026-06-24 01:51,2026-06-24 01:59,Golf Unit,H,Closed,Night
OPS-201430,2026-05-27 17:29,2026-05-27 17:41,Alpha Unit,I,Under Investigation,Day
OPS-201431,2026-06-04 17:51,2026-06-04 17:58,Charlie Unit,I,Resolved,Day
OPS-201432,2026-07-13 11:52,2026-07-13 12:01,Bravo Unit,E,Escalated,Day
OPS-201433,2026-07-17 15:02,2026-07-17 15:14,Alpha Unit,E,Resolved,Day
OPS-201434,2026-05-14 05:05,2026-05-14 05:14,Delta Unit,B,Under Investigation,Night
OPS-201435,2026-06-03 15:35,2026-06-03 15:47,Bravo Unit,C,Under Investigation,Day
OPS-201436,2026-06-22 00:38,2026-06-22 00:46,Bravo Unit,I,Resolved,Night
OPS-201437,2026-06-13 00:03,2026-06-13 00:10,Bravo Unit,A,Closed,Night
OPS-201438,2026-07-15 21:59,2026-07-15 22:05,Hotel Unit,I,Resolved,Night
OPS-201439,2026-06-05 20:03,2026-06-05 20:06,Bravo Unit,C,Resolved,Night
OPS-201440,2026-06-04 11:39,2026-06-04 11:46,Hotel Unit,F,Resolved,Day
OPS-201441,2026-07-07 07:28,2026-07-07 07:43,Foxtrot Unit,A,Resolved,Day
OPS-201442,2026-06-21 04:15,2026-06-21 04:25,Bravo Unit,G,Resolved,Night
OPS-201443,2026-05-18 02:02,2026-05-18 02:14,Alpha Unit,J,Escalated,Night
OPS-201444,2026-05-08 16:45,2026-05-08 16:57,Echo Unit,A,Resolved,Day
OPS-201445,2026-07-02 01:48,2026-07-02 01:55,Hotel Unit,G,Resolved,Night
OPS-201446,2026-05-28 06:16,2026-05-28 06:26,Charlie Unit,G,Escalated,Day
OPS-201447,2026-07-22 12:36,2026-07-22 12:42,Bravo Unit,A,Resolved,Day
OPS-201448,2026-07-01 13:22,2026-07-01 13:34,Hotel Unit,A,Escalated,Day
OPS-201449,2026-06-26 07:42,2026-06-26 07:47,Foxtrot Unit,C,Closed,Day
OPS-201450,2026-05-09 18:18,2026-05-09 18:20,Alpha Unit,B,Under Investigation,Night
OPS-201451,2026-05-07 16:27,2026-05-07 16:33,Bravo Unit,F,Resolved,Day
OPS-201452,2026-05-08 23:13,2026-05-08 23:25,Foxtrot Unit,J,Under Investigation,Night
OPS-201453,2026-06-29 21:18,2026-06-29 21:25,Charlie Unit,H,Resolved,Night
OPS-201454,2026-07-23 21:46,2026-07-23 21:58,Alpha Unit,E,Escalated,Night
OPS-201455,2026-06-13 02:11,2026-06-13 02:16,Bravo Unit,H,Resolved,Night
OPS-201456,2026-05-21 00:28,2026-05-21 00:39,Bravo Unit,J,Closed,Night
OPS-201457,2026-05-30 22:51,2026-05-30 22:58,Bravo Unit,J,Under Investigation,Night
OPS-201458,2026-06-11 08:14,2026-06-11 08:24,Charlie Unit,I,Resolved,Day
OPS-201459,2026-05-26 04:02,2026-05-26 04:12,Bravo Unit,J,Under Investigation,Night
OPS-201460,2026-06-10 07:32,2026-06-10 07:44,Charlie Unit,I,Resolved,Day
OPS-201461,2026-06-12 19:00,2026-06-12 19:20,Hotel Unit,J,Under Investigation,Night
OPS-201462,2026-05-22 00:44,2026-05-22 00:56,Echo Unit,J,Under Investigation,Night
OPS-201463,2026-06-27 01:14,2026-06-27 01:21,Alpha Unit,H,Under Investigation,Night
OPS-201464,2026-06-25 13:42,2026-06-25 13:54,Bravo Unit,B,Resolved,Day
OPS-201465,2026-06-30 08:02,2026-06-30 08:06,Delta Unit,A,Escalated,Day
OPS-201466,2026-05-05 00:09,2026-05-05 00:20,Golf Unit,H,Closed,Night
OPS-201467,2026-07-13 13:25,2026-07-13 13:32,Alpha Unit,E,Closed,Day
OPS-201468,2026-07-25 11:03,2026-07-25 11:15,Hotel Unit,C,Under Investigation,Day
OPS-201469,2026-07-12 12:06,2026-07-12 12:14,Charlie Unit,B,Escalated,Day
OPS-201470,2026-05-07 12:28,2026-05-07 12:37,Foxtrot Unit,A,Under Investigation,Day
OPS-201471,2026-05-31 20:34,2026-05-31 20:42,Delta Unit,I,Resolved,Night
OPS-201472,2026-07-06 03:10,2026-07-06 03:26,Echo Unit,D,Closed,Night
OPS-201473,2026-05-25 19:33,2026-05-25 19:56,Bravo Unit,D,Resolved,Night
OPS-201474,2026-04-29 03:16,2026-04-29 03:24,Charlie Unit,B,Closed,Night
OPS-201475,2026-05-15 06:02,2026-05-15 06:13,Delta Unit,A,Resolved,Day
OPS-201476,2026-05-17 07:09,2026-05-17 07:14,Golf Unit,E,Resolved,Day
OPS-201477,2026-06-29 11:31,2026-06-29 11:38,Charlie Unit,F,Under Investigation,Day
OPS-201478,2026-06-30 12:16,2026-06-30 12:30,Golf Unit,F,Escalated,Day
